Product URL,Landed Cost,Asket Price,Traditional Retail,Raw Material & Milling,Manufacturing,Trims & Packaging,Transport,Raw materials,Milling,Trims,Overall Traceability,Carbon Emissions,Water,Energy,Name
https://www.asket.com/se/mens/underwear/merino-sock-charcoal-melange,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/underwear/merino-sock-black,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/underwear/merino-sock-light-brown,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/t-shirts/lightweight-t-shirt-white,130 SEK,500 SEK,790 SEK,64 SEK,100%,8 SEK,3 SEK,33%,100%,83%,88% Overall traceability,9.77kg CO₂e,28.26m³,30.68kWh,The Lightweight T-Shirt
https://www.asket.com/se/mens/underwear/boxer-brief-3-pack-dark-navy,176 SEK,700 SEK,1060 SEK,24 SEK,100%,10 SEK,5 SEK,75%,100%,50%,82% Overall traceability,9.86kg CO₂e,43.61m³,54.54kWh,The Boxer Brief 3-Pack
https://www.asket.com/se/mens/underwear/boxer-brief-white,63 SEK,300 SEK,380 SEK,8 SEK,100%,3 SEK,2 SEK,75%,100%,50%,82% Overall traceability,3.26kg CO₂e,14.54m³,18.18kWh,The Boxer Brief
https://www.asket.com/se/mens/underwear/ribbed-cotton-sock-black,48 SEK,200 SEK,290 SEK,28 SEK,100%,3 SEK,2 SEK,66%,91%,,83% Overall traceability,5.84kg CO₂e,10.62m³,7.7kWh,The Ribbed Cotton Sock
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-light-browndark-greenburgundy,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
https://www.asket.com/se/mens/underwear/merino-sock-burgundy,54 SEK,200 SEK,320 SEK,31 SEK,100%,3 SEK,2 SEK,50%,91%,,81% Overall traceability,4.14kg CO₂e,0.64m³,14.44kWh,The Merino Sock
https://www.asket.com/se/mens/underwear/merino-sock-3-pack-light-brown,163 SEK,500 SEK,980 SEK,94 SEK,100%,10 SEK,5 SEK,50%,91%,,81% Overall traceability,12.39kg CO₂e,1.92m³,43.31kWh,The Merino Sock 3-Pack
