branch_code,bic_code_swift,bank_name,bank_branch,bank_branch_address,city,bank_phone,bank_fax
258205,FIRNZAJJ,FIRSTRAND BANK,FNB COMMERCIAL PROP FINANCE,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, 1 ENTERPRISE ROAD, FAIRLANDS","JOHANNESBURG, GAUTENG","(011 ), 0860362273","(011 ), 438-8070"
259105,FIRNZAJJ,FIRSTRAND BANK,FNB COMMERCIAL PROP FINANCE,"41 KRUIS STREET, COLOSSEUM BUILDING,",JOHANNESBURG,"(0860 ), 010151","(0860 ), 843-6459"
259405,FIRNZAJJ,FIRSTRAND BANK,FNB COMMERCIAL PROP FINANCE,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490 5911, SAGE LIFE CENTRE, 6TH FLOOR , 10 FRASER STREET, JOHANNESBURG",GAUTENG,"(011 ), 0860362273","(011 ), 438-8070"
251405,FIRNZAJJ,FIRSTRAND BANK,FNB CORP SIM STR (CLOSED BRN),"UNPAIDS TO GOLD REEF DAY 2 TELL 011 490-5911, FIRST PLACE BANKCITY 3RD FLOOR, JOHANNESBURG",GAUTENG,"(011 ), 352-5601","(011 ), 371-4748/88"
200210,FIRNZAJJ,FIRSTRAND BANK,FNB CORPORATE PROP FIN 382,"FNB CORPORATE PROPERTY FINANCE , 2ND FLOOR, 3 MERCHANT PLACE, SANDTON","JOHANNESBURG , GAUTENG","(011), 303-5213","(011), 303-5506"
250103,FIRNZAJJ,FIRSTRAND BANK,FNB CPF MT BUS,"FNB BUILDING 1ST FLOOR, 1 ENTERPRISE ROAD, FAIRLANDS","JOHANNESBURG, GAUTENG","(011), 0860362273","(011), 438-8070"
250147,FIRNZAJJ,FIRSTRAND BANK,FNB CPF RES DEVE COASTAL,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 1 ENTERPRISE ROAD, FAIRLANDS",GAUTENG,"(011 ), 371-7392","(011 ), 0866450850"
210743,FIRNZAJJ,FIRSTRAND BANK,FNB DIHLABENG MALL,"UNPAIDS TO BLOEMFONTEIN DAY 2 051 410-0374, SHOP PREEKSTOEL STREET EXT 24 DIHLABENG MALL,",FREE STATE,087 345-6750,058 303-0842
250063,FIRNZAJJ,FIRSTRAND BANK,FNB DIRECT CBS 2,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 1 ENTERPRISE ROAD, FAIRLANDS",GAUTENG,"(011 ), 0860102970","(011 ), 369-1398"
210451,FIRNZAJJ,FIRSTRAND BANK,FNB E/P ATTERIDGE PLAZA,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, ATTERIDGE STADUIM CNR HLAHLA & RAMOKGOPA STR, ATTERIDGEVILLE",GAUTENG,012 373-4252,011 543-0501
210312,FIRNZAJJ,FIRSTRAND BANK,FNB E/P BURGERSFORT MARONE,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, UNIT 14/1, 60 MARONE STREET, BURGERSFORT",GAUTENG,013 231-7670,011 352-2540
210760,FIRNZAJJ,FIRSTRAND BANK,FNB E/P DIEPKLOOF SQUARE,"UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911, GROUND FLOOR SHOP17 ERF 25161 DIEPKLOOF TOWNSHIP, SOWETO",,011 933-1613,011 933-2731
220008,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP A&E HYPERWORLD,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E , 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 428-8214"
220020,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP CATS EAST RAND,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, SHOP 56 EAST RAND MALL CNR NORTH RAND & BENTEL R, BOKSBURG",GAUTENG,"(011 ), 823-4959","(011 ), 823-4959"
220023,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP CATS GREENSTONE,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 452-1475","(011 ), 428-8214"
220024,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP CATS THE GLEN,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, THE GLEN SHOPPING CENTRE CNR ORPEN & LETABA RD, OAKDENE",JOHANNESBURG,"(011 ), 435-4110","(011 ), 428-8214"
220032,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP HIGHVELD DISCOUNT,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, O R TAMBO & SUSANA STREET, WITBANK",,013 656-2137,011 428-8214
220031,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP HILITE CARLTON,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,011 331-6790,086 267-1519
220033,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP KAYSIES SUPPLY,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,012 800-2317,011 428-8214
220035,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP KLOPPERS BLOEM,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 428-8214"
220038,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP KLOPPERS GEORGE,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 428-8214"
220039,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP KLOPPERS KNYSNA,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 428-8214"
210433,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP LUCKYS MANABA,"UNPAIDS TO EAST COAST DAY 2 TEL 011 490-5911, 242 MARINE DRIVE, MANABA",KWA ZULU NATAL,039 312-0167,011 352-2540
220042,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP LUCKYS S/COAST,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000, SHOP 52 SOUTH COAST MALL, SHELLEY BEACH",,039 315-6119,011 428-8214
220047,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP TIEKEMS A&V,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000, SHOP 5 PICK N PAY MALL, QUEENTSTOWN",EASTERN CAPE,045 838-2643,011 428-8214
210235,FIRNZAJJ,FIRSTRAND BANK,FNB E/P EXP VISION DIGITAL,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, SHOP LG 13 ILANGA MALL, NELSPRUIT",,079 646-0922,011 352-2540
210757,FIRNZAJJ,FIRSTRAND BANK,FNB E/P HAMMANSKRAAL TEMBA,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, CNR LUCAS MANGOPE & BABELEGI STREET, TEMBA",,087 345-6180,012 727-1378
210308,FIRNZAJJ,FIRSTRAND BANK,FNB E/P HARRISMITH WARDEN S,"UNPAID TO GOLD REEF DAY 2 TEL 011490-5911, BLOCK E 2ND FLOOR BANK CITY 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 352-2540"
210804,FIRNZAJJ,FIRSTRAND BANK,FNB E/P IKAGENG GATE POTCH,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, IKAGENG GATE, POTCHEFSTROOM",,018 294-3424,018 294-3176
210450,FIRNZAJJ,FIRSTRAND BANK,FNB E/P KAMAQHEZA PLAZA,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, SHOP 19 KAMAQHEKEZA PLAZA CNR TONGA ROAD & R571, KAMAQHEKEZA",GAUTENG,"(011 ), 013 780-3663","(011 ), 352-2540"
210435,FIRNZAJJ,FIRSTRAND BANK,FNB E/P KIT KAT SILVERTON,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, BUILDMART CNR VAN WYK & PRETORIA ROAD, SILVERTON",PRETORIA,012 754-1733,011 352-2540
210503,FIRNZAJJ,FIRSTRAND BANK,FNB E/P KIT KAT SPRINGS,"UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911, CNR INDUSTRIA & GOLD STREET, SPRINGS",GAUTENG,079 876-8897,011 352-2540
200044,FIRNZAJJ,FIRSTRAND BANK,FNB E/P KLERKSDORP TERM SC,"9 KERK STREET, 2ND FLOOR, BLOCK E, BANKCITY,",GAUTENG,"(011 ), 352-2540","(011 ), 352-2540"
210449,FIRNZAJJ,FIRSTRAND BANK,FNB E/P KWAZULU NATAL REG O,"UNPAIDS TTO EAST COAST DAY 2 TEL 031 717-3000, BLOCK E 2ND FLOOR, 6 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 352-2540"
210313,FIRNZAJJ,FIRSTRAND BANK,FNB E/P NELSPRUIT BROWN STR,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, BLOCK E 2ND FLOOR BANK CITY, 9 KERK STREET, JOHANNESBURG",GAUTENG,013 752-5107,011 352-2540
210311,FIRNZAJJ,FIRSTRAND BANK,FNB E/P NKUNA SHOPPING CNTR,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, BLOCK E 2ND FLOOR BANK CITY, 9 KERK STREET, JOHANNESBURG",GAUTENG,087 736-8126,011 352-2540
220043,FIRNZAJJ,FIRSTRAND BANK,FNB E/P PARSON APPLIANCE,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E. 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 428-8214"
210436,FIRNZAJJ,FIRSTRAND BANK,FNB E/P PLAN KIT KAT PRETORIA,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, 327 CHURCH STREET, PRETORIA WEST",GAUTENG,"(011 ), 012 754-1744","(011 ), 011 352-2540"
210454,FIRNZAJJ,FIRSTRAND BANK,FNB E/P PROTEA GARDENS MALL,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, GARDENS MALL CNR OLD POTCHEFSTROOM & ALEKHINE RD, PROTEA SOUTH",SOWETO,087 736-8196,011 352-2540
210238,FIRNZAJJ,FIRSTRAND BANK,FNB E/PLAN BIZANA CNT,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, BLOCK E 2ND FLOOR BANK CITY 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 352-2540"
210822,FIRNZAJJ,FIRSTRAND BANK,FNB E/PLAN BLUEHAZE MALL,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490 5911, BLUE HAZE CNR PORTIA SHABANGU & WHITE RIVER RD, HAZYVIEW",MPUMALANGA,013 737-7104,013 737 7104
210649,FIRNZAJJ,FIRSTRAND BANK,FNB E/PLAN KWAMNYANDU S/CNT,"UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,, 341 GRIFFITHS MXENGE HIGHWAY, UMLAZI",DURBAN,087 345-6480,031 912-1851
210309,FIRNZAJJ,FIRSTRAND BANK,FNB E/PLAN SPRINGS 5TH AVE,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, CNR 5TH & VOS STREET, SPRINGS",GAUTENG,"(011 ), 362-3104","(011 ), 438-8266"
210310,FIRNZAJJ,FIRSTRAND BANK,FNB E/PLAN STATION SQ MALL,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, SHOP 23, 149 JACOB MARE STREET STATION SQUARE, PRETORIA",GAUTENG,012 323-6197,011 352-2540
250124,FIRNZAJJ,FIRSTRAND BANK,FNB EASTERN CAPE 2,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000, SHOP 2B, WALMER GARDENS SHOPPING COMPLEX, WALMER",EASTERN CAPE,"(041 ), 501-8507","(041 ), 581-0580"
210012,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PAUL KRUGER STREET,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, SHOP 2 FASSER HOUSE 520 PAUL KRUGER STREET, PRETORIA",GAUTENG,"(012), 326-1382","(012), 309-1123"
210504,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN 12,"UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911, BLOCK E 2ND FLOOR 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 352-2540"
210509,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN 17,"UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911, BLOCK E 2ND FLOOR 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 352-2540"
210511,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN 19,"UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911, BLOCK E 2ND FLOOR 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 352-2540"
210512,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN 20,"UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911, BLOCK E 2ND FLOOR 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 352-2540"
220009,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN ALEX PLAZA,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E , 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 440-2806","(011 ), 428-8214"
220044,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN BEREA,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000, L10A & L11, 249 BEREA ROAD, BEREA CENTRE, DURBAN",KZN,"(031 ), 201-4290","(031 ), 201-7396"
220010,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN BLUE HAZE,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(013 ), 352-2540","(013 ), 737-6431"
210010,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN BRAMLEY,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, CNR LOUIS BOTHA & CORLETTE DRIVE, BRAMLEY",GAUTENG,"(011), 440-0947","(011), 440-0947"
220004,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN CERES,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR, BLOCK E , 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 543-1243"
200029,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN CLEARY PARK,"9 KERK STREET, BLOCK E, 2ND FLOOR, BANK CITY, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 352-8185"
210102,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN COLLECTIONS,"UNPAID TO GOLD REEF DAY 2, TEL: 011 490 5911,, 2ND FLOOR,BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 352-2540"
220019,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN EERSTERIVIER,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 428-8214"
220046,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN ESIKHALENIPLAZ,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, BLOCK E, 2ND FLOOR, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 428-8214"
210100,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN FLORIDA,"UNPAIDS TO GOLD REEF DAY 2, TEL: 011 490 5911, 2ND FLOOR, BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 352-2540"
220017,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN GRAHAMSTOWN,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(046 ), 352-2540","(046 ), 622-7099"
220030,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN GUGULETU,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490- 5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(021 ), 352-2540","(021 ), 712-4708"
210060,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN HEIDELBERG,"UNPAIDS TO GOLD REEF DAY2, TEL 011 490 5911,, 2ND FLOOR, BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(016 ), 352-2540","(016 ), 341-2316"
220006,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN IDUTYWA,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000, GRAND SLAM SHOPPING CENTRE CHARLETT STREET, IDUTYWA",GAUTENG,"(011 ), 489-2220","(011 ), 428-8214"
220000,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN JABULANI MALL,"9 KERK STREET, 2ND FLOOR, BLOCK E, , JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 930-2310"
220003,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN KWANOBUHLE,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR, BLOCK E , 9 KERK STREE, JOHANNESBURG",GAUTENG,"(041 ), 977-5067","(041 ), 977-6794"
220037,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN LADYSMITH,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,036 631-4042,011 543-0413
200010,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN LIFESTYLE,"BLOCK E, 9 KERK STREET, , JOHANNESBURG",GAUTENG,"(011), 352-2702","(011), 352-2702"
210059,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN MARK PARK,"UNPAIDS TO GOLD REEF DAY 2, TEL: 011 490 5911,, 2ND FLOOR, BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 352-2540"
210003,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN MIDDESTAD POL,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, LIMPOPO MALL CNR RISSIK,MARKET,DEVENISH & KERK S, POLOKWANE",,"(015 ), 297-4803","(015 ), 297-7886"
210000,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN MIDRAND,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, CNR MARKET & SOUTH STREETS, MIDRAND",GAUTENG,011 312-2590,011 805-9108
220005,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN MQANDULI,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490 5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 428-8214"
220036,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN NEWCASTLE 2,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000, SHOP 15 CITY CENTRAL SHOP CNTR CNR ALLEN & SCOTT, NEWCASTLE",,"(011 ), 087 736 8501","(011 ), 428-8214"
220040,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN NONGOMA,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000, LOT 16 MAIN STREET, NONGOMA",GAUTENG,"(011 ), 352-2540","(011 ), 428-8214"
210057,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN PALM SPRINGS,"UNPAIDS TO GOLD REEF DAY 2,TEL 011 490 5911,, 2ND FLOOR, BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,016 581-1907,011 352-2540
220034,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN PIETERMARITZBRG1,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 428-8214"
220021,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN PRESS CLUB,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(021 ), 352-2540","(021 ), 418-2125"
220011,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN RANDFONTEIN,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 412-1454","(011 ), 543-1206"
210056,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN RISSIK STREET,"UNPAIDS TO GOLD REEF DAY 2 , TEL: 011 490 5911,, 2ND FLOOR, BLOCK E , 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 492-0742","(011 ), 492-0957"
220002,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN RYHEID PLAZA,"SHOP 27A, CNR MASON AND UITRECHT STREETS, , VRYHEID",GAUTENG,"(034), 980-9326","(034), 980-9326"
210002,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN SOUTHGATE,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, SOUTHGATE MALL RIFLE RANGE & COLUMBINE AVE, MONDEOR",GAUTENG,087 345-6470,011 941-2072
220029,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN TOKAI,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 428-8214"
200031,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN TSOLO,"ERF 174 AND TSOLO, MAIN ROAD, BOXER CENTRE , TSOLO,",,"(011), 352-2540","(011), 352-8185"
220041,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN ULUNDI,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911, 2ND FLOOR BLOCK E, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 543-1253"
210058,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN VAALGATE,"UNPAIDS TO GOLD REEF DAY 2, TEL: 011 490 5911,, SHOP NO. 11A & 11B VAALGATE SHOPPING CENTRE, VANDERBIJLPRK",GAUTENG,"(016 ), 931-2754","(016 ), 931-2274"
220001,FIRNZAJJ,FIRSTRAND BANK,FNB EASY PLAN VAN RIEBEECK,"9 KERK STREET, 2ND FLOOR, BLOCK E, , JOHANNESBURG",GAUTENG,"(011 ), 453-4927","(011 ), 453-5098"
210813,FIRNZAJJ,FIRSTRAND BANK,FNB EASY/P NYANGA JUNCTION,"UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374, SHOP 58 NYANGA JUNCTION,",WESTERN CAPE,021 637-7002,021 633-8081
210427,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN 1,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, BLOCK E 2ND FLOOR, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 352-2540"
210506,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN 14,"UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911, BLOCK E 2ND FLOOR 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 352-2540"
210428,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN 2,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, BLOCK E 2ND FLOOR, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011 ), 352-2540","(011 ), 352-2540"
210429,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN 3,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, BLOCK E 2ND FLOOR, 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 352-2540"
210237,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN 333 SMITH STR,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, BLOCK E 2ND FLOOR BANK CITY 9 KERK STREET, JOHANNESBURG",GAUTENG,031 301-9356,011 543-0409
210223,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN ALBERTON,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, SHOP NO.2 GROUND FLOOR, 64 VOORTREKKER ROAD, ALBERTON",GAUTENG,"(011 ), 352-2540","(011 ), 543-1637"
210239,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN ALIWAL NORTH,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, BLOCK E 2ND FLOOR BANK CITY 9 KERK STREET, JOHANNESBURG",GAUTENG,"(011), 352-2540","(011), 352-2540"
200153,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN ARCADIA,"UNPAIDS TO GOLD REEF DAY DAY 2 TEL 011 490-5911, SHOP 37, 175 BEATRIX STREET ARCADIA, PRETORIA",GAUTENG,"(012 ), 352-2540","(012 ), 323-0167"
220013,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN ATLANTIS,"UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410 0374, ATLANTIS SHOPRITE CENTRE, ATLANTIS",GAUTENG,087 345-6660,021 572-4756
220025,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN AVON PARK,"UNPAIDS TO BLOEMFONTEIN DAY 2, TEL 011 410-0374, SHOP 4 GIEL BASSON & BALVENIE AVE AVONWOOD, ELSIES RIVIER",,"(011 ), 021 931-5518","(011 ), 011 428-8214"
210452,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN BARA RANK,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, OLD POTCHEFSTROOM RD & KOKWANA ST DIEPKLOOF ZONE, SOWETO",GAUTENG,"(011 ), 087 736-8238","(011 ), 352-2540"
220014,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN BELLSTAR,"UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410 0374, SHOP 36 & 37 BELLSTAR JUNCTION SOUTH STREET, BELLVILLE",,"(011 ), 352-2540","(011 ), 428-8214"
210430,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN BENONI,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, CNR TOM JONES & PRINCESS STREET, BENONI",GAUTENG,087 736-8192,011 352-2540
200048,FIRNZAJJ,FIRSTRAND BANK,FNB EASYPLAN BLOUBERG,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, ERF 277 & 278 BOCHUM A EXT 3 TOWNSHIP, BOCHUM",LIMPOPO,"(011 ), 352-2540","(011 ), 352-2540"
