branch_name,address,city,branch_code
FNB EASY PLAN BRAMLEY,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210010
FNB EASY PLAN CERES,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220004
FNB EASY PLAN CLEARY PARK,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200029
FNB EASY PLAN COLLECTIONS,"UNPAID TO GOLD REEF DAY 2, TEL: 011 490 5911,",GAUTENG,210102
FNB EASY PLAN EERSTERIVIER,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220019
FNB EASY PLAN ESIKHALENIPLAZ,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220046
FNB EASY PLAN FLORIDA,"UNPAIDS TO GOLD REEF DAY 2, TEL: 011 490 5911",GAUTENG,210100
FNB EASY PLAN GRAHAMSTOWN,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220017
FNB EASY PLAN GUGULETU,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490- 5911",GAUTENG,220030
FNB EASY PLAN HEIDELBERG,"UNPAIDS TO GOLD REEF DAY2, TEL 011 490 5911,",GAUTENG,210060
FNB EASY PLAN IDUTYWA,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000",GAUTENG,220006
FNB EASY PLAN JABULANI MALL,"9 KERK STREET, 2ND FLOOR, BLOCK E",GAUTENG,220000
FNB EASY PLAN KWANOBUHLE,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220003
FNB EASY PLAN LADYSMITH,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220037
FNB EASY PLAN LIFESTYLE,"BLOCK E, 9 KERK STREET",GAUTENG,200010
FNB EASY PLAN MARK PARK,"UNPAIDS TO GOLD REEF DAY 2, TEL: 011 490 5911,",GAUTENG,210059
FNB EASY PLAN MIDDESTAD POL,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210003
FNB EASY PLAN MIDRAND,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210000
FNB EASY PLAN MQANDULI,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490 5911",GAUTENG,220005
FNB EASY PLAN NEWCASTLE 2,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000",,220036
FNB EASY PLAN NONGOMA,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000",GAUTENG,220040
FNB EASY PLAN PALM SPRINGS,"UNPAIDS TO GOLD REEF DAY 2,TEL 011 490 5911,",GAUTENG,210057
FNB EASY PLAN PIETERMARITZBRG1,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220034
FNB EASY PLAN PRESS CLUB,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220021
FNB EASY PLAN RANDFONTEIN,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220011
FNB EASY PLAN RISSIK STREET,"UNPAIDS TO GOLD REEF DAY 2 , TEL: 011 490 5911,",GAUTENG,210056
FNB EASY PLAN RYHEID PLAZA,"SHOP 27A, CNR MASON AND UITRECHT STREETS",GAUTENG,220002
FNB EASY PLAN SOUTHGATE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210002
FNB EASY PLAN TOKAI,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220029
FNB EASY PLAN TSOLO,"ERF 174 AND TSOLO, MAIN ROAD",,200031
FNB EASY PLAN ULUNDI,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220041
FNB EASY PLAN VAALGATE,"UNPAIDS TO GOLD REEF DAY 2, TEL: 011 490 5911,",GAUTENG,210058
FNB EASY PLAN VAN RIEBEECK,"9 KERK STREET, 2ND FLOOR, BLOCK E",GAUTENG,220001
FNB EASY/P NYANGA JUNCTION,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,WESTERN CAPE,210813
FNB EASYPLAN 1,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210427
FNB EASYPLAN 14,UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911,GAUTENG,210506
FNB EASYPLAN 2,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210428
FNB EASYPLAN 3,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210429
FNB EASYPLAN 333 SMITH STR,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210237
FNB EASYPLAN ALBERTON,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210223
FNB EASYPLAN ALIWAL NORTH,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210239
FNB EASYPLAN ARCADIA,UNPAIDS TO GOLD REEF DAY DAY 2 TEL 011 490-5911,GAUTENG,200153
FNB EASYPLAN ATLANTIS,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410 0374,GAUTENG,220013
FNB EASYPLAN AVON PARK,"UNPAIDS TO BLOEMFONTEIN DAY 2, TEL 011 410-0374",,220025
FNB EASYPLAN BARA RANK,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210452
FNB EASYPLAN BELLSTAR,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410 0374,,220014
FNB EASYPLAN BENONI,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210430
FNB EASYPLAN BLOUBERG,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,LIMPOPO,200048
FNB EASYPLAN BOKSBURG,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210431
FNB EASYPLAN BOXER CENTRE,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200033
FNB EASYPLAN BRANDWAG,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200039
FNB EASYPLAN BRIDGE CITY,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200024
FNB EASYPLAN BRITS MALL,"9 KERK STREET, BLOCK E, 2ND FLOOR",MARSHALLTOWN,200034
FNB EASYPLAN BRIXTON,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210224
FNB EASYPLAN BUTTERWORTHMAL,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220018
FNB EASYPLAN CHRISHANI CROS,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200028
FNB EASYPLAN CLAIRWOOD S CNTRE,"SHOP 10, 622 SOUTH ROAD",,200009
FNB EASYPLAN COMMISSIONER STR,"134 COMMISSIONER STREET, COLOSSEUM BUILDING",GAUTENG,200007
FNB EASYPLAN COSMO CITY,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210456
FNB EASYPLAN COSMO MALL,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,JOHANNESBURG,210803
FNB EASYPLAN DENNEBOOM,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,PRETORIA,200152
FNB EASYPLAN DUNDEE,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200026
FNB EASYPLAN EL DEVERAUX ST,15 - 17 DEVERAUX AVENUE VINCENT,,210018
FNB EASYPLAN ELOFF STREET,UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911,GAUTENG,210505
FNB EASYPLAN EMOYENI,SHOP 41 EMOYENI MALL,,210815
FNB EASYPLAN EMPANGENI,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210434
FNB EASYPLAN ERMELO,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210245
FNB EASYPLAN EXP EXPERT 17,"9 KERK STREET, 2ND FLOOR, BLOCK E",GAUTENG,200051
FNB EASYPLAN EXP EXPERT 19,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210234
FNB EASYPLAN EXP MAIN,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490 5911,",GAUTENG,210103
FNB EASYPLAN EXP VISON 2000,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,200043
FNB EASYPLAN EXTERNAL SALES,UNPAIDS TO GOLDREEF DAY 2 TEL NO. 011 490-5911,GAUTENG,220050
FNB EASYPLAN GERMISTON PRES,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210015
FNB EASYPLAN GHANDI SQUARE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490 5911,GAUTENG,260327
FNB EASYPLAN GOVAN MBEKI 1,"9 KERK STREET, 2ND FLOOR, BLOCK E",GAUTENG,200042
FNB EASYPLAN GRAND CNTL RIV,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220012
FNB EASYPLAN GRAND PARADE,UNPAIDS TO BLOEMFONTEIN DAY2 TEL NO 051,GAUTENG,220022
FNB EASYPLAN GREATNORTHPLZA,"BLOCK E, 2ND FLOOR, 9 KERK STREET",GAUTENG,200156
FNB EASYPLAN HAMMANSKRAAL,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210222
FNB EASYPLAN HAMMARSDALE,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,GAUTENG,210508
FNB EASYPLAN HIGHPOINT,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,"JOHANNESBURG,GAUTENG",200155
FNB EASYPLAN INDUSTRIA,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,"JOHANNESBURG, GAUTENG",210101
FNB EASYPLAN JEPPESTOWN,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210457
FNB EASYPLAN KABOWENI PLAZA,"9 KERK STREET, 2ND FLOOR, BLOCK E",GAUTENG,200052
FNB EASYPLAN KEMPTON PARK,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210016
FNB EASYPLAN KING WILLIAMSTOWN,"9 KERK STREET, 2ND FLOOR, BLOCK E",GAUTENG,200055
FNB EASYPLAN KLIPTOWN,UNPAIDS TO GOL REEF DAY 2 TEL 011 490-5911,GAUTENG,210455
FNB EASYPLAN KOKSTAD,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,220045
FNB EASYPLAN LADY FRERE,"BLOCK E, 2ND FLOOR, 9 KERK STREET",GAUTENG,200151
FNB EASYPLAN LEBOWAKGOMO,UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911,LIMPOPO,210510
FNB EASYPLAN LENASIA,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210007
FNB EASYPLAN LEPHALALE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210307
FNB EASYPLAN LOAN CENTRE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210546
FNB EASYPLAN MARK & BASSON UPT,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210426
FNB EASYPLAN MARSHALLTOWN HOUS,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,GAUTENG,200157
FNB EASYPLAN MASINGITA MALL,"SHOP 150, MAIN ROAD",GAUTENG,200008
FNB EASYPLAN MAYFIELD SQUARE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210753
FNB EASYPLAN MDANTSANE,UNPAIDS TO DAY 2 TEL 031 717-3000,,210250
FNB EASYPLAN MEGACITY,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,DURBAN,210025
FNB EASYPLAN MITCHELL PLAIN 1,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220026
FNB EASYPLAN MODJADJI PLAZA,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210227
FNB EASYPLAN MOKOPANE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210246
FNB EASYPLAN MOUNTFRERE S/C,"UNPAIDS TO GOLD REEF DAY 21, TEL 011 490-5911",GAUTENG,200203
FNB EASYPLAN MOUTSE MALL,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,MOUMALANGA,200049
FNB EASYPLAN NEWPARK CENTRE,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,,210425
FNB EASYPLAN NEWTOWN MALL,UNPAIDS TO GOLD REEF DAY 2 TEL 011 4890-5911,GAUTENG,210023
FNB EASYPLAN NOQUBELLAMALL,"BLOCK E, 2ND FLOOR, 9 KERK STREET",GAUTENG,200158
FNB EASYPLAN OXFORD RD ESL,UNPAIDS TO GOLDREEF DAY 2 TEL 011 490-5911,GAUTENG,210304
FNB EASYPLAN PALEDI MALL,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,LIMPOPO,210805
FNB EASYPLAN PAROW,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220028
FNB EASYPLAN PEP 1,"BLOCK E, 2ND FLOOR, 9 KERK STREET",GAUTENG,200159
FNB EASYPLAN PEP 2,"BLOCK E, 2ND FLOOR, 9 KERK STREET",GAUTENG,200160
FNB EASYPLAN PEP 3,"BLOCK E, 2ND FLOOR, 9 KERK STREET",GAUTENG,200200
FNB EASYPLAN PEP 4,"BLOCK E, 2ND FLOOR, 9 KERK STREET",GAUTENG,200201
FNB EASYPLAN PEP 5,"BLOCK E, 2ND FLOOR, 9 KERK STREET",GAUTENG,200202
FNB EASYPLAN PILOT,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200037
FNB EASYPLAN PINE STREET,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210236
FNB EASYPLAN POLOKWANE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210226
FNB EASYPLAN POTCHEFSTROOM,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210432
FNB EASYPLAN PRETORIA CBD,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210240
FNB EASYPLAN PROTEA SHOP CTR,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220007
FNB EASYPLAN QUEENSTOWN,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,220016
FNB EASYPLAN RANDBURG RANK,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210459
FNB EASYPLAN REGISTRY HOUSE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210001
FNB EASYPLAN RENBRO,UNPAIDS TO GOLD REEF DAY TEL 011 490-5911,GAUTENG,210411
FNB EASYPLAN RICHARDSBAY,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200038
FNB EASYPLAN ROODEPOORT,120 ONTDEKKERS ROAD,ROODEPOORT,210816
FNB EASYPLAN SEBOKENG PLAZA,"9 KERK STREET, 2ND FLOOR BLOCK E",GAUTENG,200046
FNB EASYPLAN SIYABUSA S/C,"BLOCK E, 2ND FLOOR, 9 KERK STREET",GAUTENG,200154
FNB EASYPLAN SOUTHERN PLAZA,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200036
FNB EASYPLAN STANDFORD ROAD,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,PORT ELIZABETH,210228
FNB EASYPLAN STANGER,UNPAIDS TO EASY COAST DAY 2 TEL 031 717-3000,KWAZULU NATAL,210806
FNB EASYPLAN STEILLOOP,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",LIMPOPO,210401
FNB EASYPLAN STELLENBOSCH,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,,200006
FNB EASYPLAN SUNDERLAND STR,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200032
FNB EASYPLAN TEMBACITY CNTR,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210306
FNB EASYPLAN TEMBISA MALL,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200025
FNB EASYPLAN TEMBISA PLAZA,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911, CNR",,210024
FNB EASYPLAN TERMINUS PLAZA,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,GAUTENG,210020
FNB EASYPLAN THE BRIDGE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,260326
FNB EASYPLAN THE WORKSHOP,UNPAIDS TO BLOEMFOTEIN DAY 2 TEL 051 410-0374,,240128
FNB EASYPLAN THOYOYANDOU,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210413
FNB EASYPLAN TOWERS,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200035
FNB EASYPLAN TSAKANE MALL,"SHOP 86 AND 87, MALANDELA ROAD",,200027
FNB EASYPLAN TZANEEN,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210225
FNB EASYPLAN VANGATE MALL,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,GAUTENG,210424
FNB EASYPLAN WELKOM,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,FREE STATE,210412
FNB EASYPLAN WES BURGER ST,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210305
FNB EASYPLAN WESTERNARIA,"9 KERK STREET, 2ND FLOOR, BLOCK E",GAUTENG,200045
FNB EASYPLAN WESTGATE S/CNT,"SHOP SL0040, 120 ONTDEKKERS ROAD",GAUTENG,210017
FNB EASYPLAN WHITTLESEA,UNPAIDS TO EAS COAST DAY 2 TEL 031 717-3000,PORT ELIZABETH,200050
FNB EASYPLAN WORCESTER,"9 KERK STREET, 2ND FLOOR, BLOCK E",GAUTENG,220015
FNB EASYPLAN YEOVILLE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210458
FNB EASYPLANELIM HUBYENI,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210249
FNB EASYPLN GRAHAMSTOWN MKT SQ,"9 KERK STREET, 2ND FLOOR, BLOCK E",GAUTENG,200054
FNB ENTERPRISE SOLUTIONS,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250023
FNB FOREX CTN CENTRAL OPERT461,5TH FLOOR 1 HEERENGRACHT RUA VASCO,CAPE TOWN,212317
FNB FOREX D3G,"UNPAID TO GOLD REEF DAY 2 TEL 011 490-5911, FNB",GAUTENG,240130
FNB GALLERIA AMANZIMTOTI 092,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000",KWA-ZULU NATAL,220127
FNB H/L ONLINE RECOVERY PRO,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,231436
FNB HF N/B ( REGULAR ),1 LAKEVIEW CRESCENT,GAUTENG,200011
FNB HOME LOANS,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250038
FNB HOME LOANS,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490 5911,JOHANNESBURG,257455
FNB HOME LOANS,1 ENTERPRISE ROAD,GAUTENG,257005
FNB HOME LOANS,1 ENTERPRISE ROAD,GAUTENG,261153
FNB HOME LOANS,UNPAIDS TO GOLD REEF DAY2 TELL 011 490 5911,JOHANNESBURG,261053
FNB HOME LOANS,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250014
FNB HOME LOANS,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250015
FNB HOME LOANS,1 ENTERPRISE ROAD,GAUTENG,260949
FNB HOME LOANS,1 ENTERPRISE ROAD,GAUTENG,261253
FNB HOME LOANS,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490 5911",GAUTENG,261453
FNB HOME LOANS,1 ENTERPRISE ROAD,GAUTENG,261653
FNB HOME LOANS,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,"JOHANNESBURG, GAUTENG",211817
FNB HOME LOANS,1 ENTERPRISE ROAD,GAUTENG,257405
FNB HOME LOANS,1 ENTERPRISE ROAD,JOHANNESBURG GAUTENG,258805
FNB HOME LOANS,UNPAIDS TO GOLD REEF DAY 2 TEL (011) 490-5911,GAUTENG,250101
FNB HOME LOANS,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490 5911,GAUTENG,220428
FNB HOME LOANS,UNPAIDS TO GOLD REEF DAY2 TEL 011 490 5911,GAUTENG,257755
FNB HOME LOANS,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490 5911,GAUTENG,261549
FNB HOME LOANS,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250013
FNB HOME LOANS,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250756
FNB HOME LOANS 134,"UNPAIDS TO GOLD REEF DAY2, TEL 011 490 5911",GAUTENG,251245
FNB HOME LOANS 173,UNPAIDS TO GOLD REEF DAY2 TEL 011 490-5911,GAUTENG,230434
FNB HOME LOANS 180,"UNPAIDS TO GOLD REEF DAY2, TEL 011 490 5911",GAUTENG,270944
FNB HOME LOANS 201,"UNPAIDS TO GOLD REEF DAY2, TEL 011 490 5911",GAUTENG,271244
FNB HOME LOANS 432,1 ENTERPRISE ROAD,GAUTENG,200707
FNB HOME LOANS 449,1 ENTERPRISE ROAD,GAUTENG,260005
FNB HOME LOANS 517,1 ENTERPRISE ROAD,GAUTENG,231135
FNB HOME LOANS 520,1 ENTERPRISE ROAD,GAUTENG,257205
FNB HOME LOANS 526,1 ENTERPRISE ROAD,GAUTENG,201010
FNB HOME LOANS 592,"UNPAIDS TO GOLD REEF DAY2, TEL 490-5911",GAUTENG,250001
FNB HOME LOANS 593,"UNPAIDS TO GOLD REEF DAY2, TEL 011 490 5911",GAUTENG,250002
FNB HOME LOANS 594,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490 5911",GAUTENG,250003
FNB HOME LOANS 598,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250008
FNB HOME LOANS 611,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,224026
FNB HOME LOANS 645,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490 5911,GAUTENG,251642
FNB HOME LOANS 701,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250009
FNB HOME LOANS 702,"UNPAIDS TO GOLD REEF DAY2, TEL 011 490 5911",GAUTENG,250010
FNB HOME LOANS 703,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250011
FNB HOME LOANS 783,"UNPAIDS TO GOLD REEF DAY2, TEL 011 490 5911",GAUTENG,250012
FNB HOME LOANS 808,1 ENTERPRISE ROAD,GAUTENG,260853
FNB HOME LOANS 809,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 4905911, 41",GAUTENG,260953
FNB HOME LOANS 820,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490 5911",GAUTENG,261353
FNB HOME LOANS 828,1 ENTERPRISE ROAD,GAUTENG,261553
FNB HOME LOANS 933,1 ENTERPRISE ROAD,GAUTENG,205709
FNB HOME LOANS 987,1 ENTERPRISE ROAD,GAUTENG,258655
FNB HOME LOANS 988,1 ENTERPRISE ROAD,GAUTENG,258755
FNB HOME LOANS 989,1 ENTERPRISE ROAD,GAUTENG,258855
FNB HOMELOANS NAMIBIA,SCHONLEIN STREET,,280871
FNB HOUSING FINANCE 637,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210721
FNB INSURANCE,215 INDEPENDENCE AVENUE,,280276
FNB INSURANCE 178,MOMENTUM PARK 269 WEST AVENUE,,200508
FNB ISLAMIC FINANCE,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250028
FNB KHOMASDA,KHOMAS GROVE SHOP NO 2 KHOMASDAL,WINDHOEK,289178
FNB KLEIN WINDHOEK,HIDAS SHIPPING CENTRE CNR NELSON MANDELA AVENUE,,281479
FNB LEV DURBAN MIDCORP,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,251043
FNB LEV EASTERN CAPE MIDCORP,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,251044
FNB LEV FIN EASTERN CAPE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,258627
FNB LEV FIN FREE STATE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,258626
FNB LEV FIN GAUTENG,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,258625
FNB LEV FIN PE BUS,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,260508
FNB LEV FIN PE MIDCORP,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,260507
FNB LEV GAUTENG MIDCORP,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,251040
FNB LIBODE,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,EASTERN CAPE,210730
FNB LOANS,"BELMONT OFFICE PARK , TWIST STREET",,205509
FNB MERCHANT SERVICES H/O,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,261950
FNB N/B ( STEP UP ),1 LAKEVIEW CRESCENT,GAUTENG,200012
FNB NAMIBIA FLEET,FNB BUILDING 2ND FLOOR SCHONLEIN STREET,,289475
FNB NEWCASTLE MALL SERV CNTR,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,KWAZULU NATAL,210523
FNB NOMINEE CLOSED WEF18/11/04,3 FIRST PLACE BANK CITY,,258705
FNB NOMINEES NAMIBIA,1ST FLOOR WINDHOEK BRANCH,,280474
FNB NORTH CITY,UNPAIDS TO TWO OCEANS DAY2 TEL NO. 021 487 5701,"CAPE TOWN , WESTERN CAPE",260217
FNB ONGWEDIVA,OSHANA REGIONAL MALL SHOP 28 - 32,ONGWEDIVA,280180
FNB POS,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250131
FNB PRIVATE CLIENTS SANDTON,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250046
FNB PRIVATE CLIENTS WINDHOEK,"4TH FLOOR, MILLENNIUM CROWN BUILDING",WINDHOEK,280071
FNB PRIVATE WEALTH SANDTON,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,JOHANNESBURG,258605
FNB PVT WEALTH BLOEMFONTEIN,ONE FNB 174 NELSON MANDELA DRIVE,BLOEMFONTEIN,258611
FNB PVT WEALTH CAPE TOWN,"RONDEBOSCH SUITE , GROUND FLOOR,BELMONT ROAD","CAPE TOWN , WESTERN CAPE",209809
FNB PVT WEALTH GEORGE,UNPAIDS EAST COAST DAY 2 TEL 031 717-3000 GRND,,258610
FNB PVT WEALTH KZN,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,KWA-ZULU NATAL,229826
FNB PVT WEALTH PORTELIZABETH,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,258612
FNB PVT WEALTH PRETORIA,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,"PRETORIA , GAUTENG",259745
